source_concept_id,concept_code,cohort_name,concept_id,cohort_name_1,icd_description,points
42618671,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618672,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618672,M81,Osteoporosis without pathological fracture,72986,cohort_45,Osteoporosis without pathological fracture,1.4
42618673,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618673,M81,Osteoporosis without pathological fracture,44782620,cohort_45,Osteoporosis without pathological fracture,1.4
42618674,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618675,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618676,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618677,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618677,M81,Osteoporosis without pathological fracture,77630,cohort_45,Osteoporosis without pathological fracture,1.4
42618678,M81,Osteoporosis without pathological fracture,76191,cohort_45,Osteoporosis without pathological fracture,1.4
42618678,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618679,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618679,M81,Osteoporosis without pathological fracture,136779,cohort_45,Osteoporosis without pathological fracture,1.4
42618680,M81,Osteoporosis without pathological fracture,77635,cohort_45,Osteoporosis without pathological fracture,1.4
42618680,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618681,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618682,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618682,M81,Osteoporosis without pathological fracture,72986,cohort_45,Osteoporosis without pathological fracture,1.4
42618683,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618683,M81,Osteoporosis without pathological fracture,44782620,cohort_45,Osteoporosis without pathological fracture,1.4
42618684,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618685,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42619339,M19,Other arthrosis,443582,cohort_49,Other arthrosis,1.5
42619382,M80,Osteoporosis with pathological fracture,440812,cohort_44,Osteoporosis with pathological fracture,0.8
42619382,M80,Osteoporosis with pathological fracture,1245006,cohort_44,Osteoporosis with pathological fracture,0.8
42619383,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42619390,M81,Osteoporosis without pathological fracture,77630,cohort_45,Osteoporosis without pathological fracture,1.4
42619390,M81,Osteoporosis without pathological fracture,77365,cohort_45,Osteoporosis without pathological fracture,1.4
42619391,M81,Osteoporosis without pathological fracture,81390,cohort_45,Osteoporosis without pathological fracture,1.4
42619391,M81,Osteoporosis without pathological fracture,136779,cohort_45,Osteoporosis without pathological fracture,1.4
42619397,M81,Osteoporosis without pathological fracture,4004623,cohort_45,Osteoporosis without pathological fracture,1.4
42619420,M19,Other arthrosis,75897,cohort_49,Other arthrosis,1.5
42619421,M19,Other arthrosis,80494,cohort_49,Other arthrosis,1.5
42619421,M19,Other arthrosis,40484571,cohort_49,Other arthrosis,1.5
45533421,H91,Other hearing loss,377889,cohort_61,Other hearing loss,0.9
45533624,K92,Other diseases of digestive system,4103703,cohort_53,Other diseases of digestive system,0.8
45533625,K92,Other diseases of digestive system,192671,cohort_53,Other diseases of digestive system,0.8
45533938,M79,"Other soft tissue disorders, not elsewhere classified",378523,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
45533961,M81,Osteoporosis without pathological fracture,4003479,cohort_45,Osteoporosis without pathological fracture,1.4
45534122,N17,Acute renal failure,432961,cohort_4,Acute renal failure,1.8
45534124,N20,Calculus of kidney and ureter,4148260,cohort_8,Calculus of kidney and ureter,0.7
45534420,R00,Abnormalities of heart beat,4262562,cohort_3,Abnormalities of heart beat,0.7
45534515,S01,Open wound of head,4052826,cohort_43,Open wound of head,1.1
45535111,S51,Open wound of forearm,4053599,cohort_42,Open wound of forearm,0.5
45535827,S72,Fracture of femur,4135748,cohort_31,Fracture of femur,1.4
45537587,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",442019,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45537671,Z74,Problems related to care-provider dependency,42535090,cohort_79,Problems related to care-provider dependency,1.1
45537672,Z74,Problems related to care-provider dependency,43020485,cohort_79,Problems related to care-provider dependency,1.1
45537701,Z93,Artificial opening status,1340204,cohort_7,Artificial opening status,1
45537702,Z93,Artificial opening status,1340204,cohort_7,Artificial opening status,1
45537778,B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,4143698,cohort_90,"Streptococcus and staphylococcus as the
cause of diseases classified to other chapters",1.7
45537780,B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,435459,cohort_90,"Streptococcus and staphylococcus as the
cause of diseases classified to other chapters",1.7
45538490,J96,"Respiratory failure, not elsewhere classified",4256228,cohort_83,"Respiratory failure, not elsewhere classified",1.5
45538592,L89,Decubitus ulcer and pressure area,37160749,cohort_16,Decubitus ulcer,1.7
45538882,M81,Osteoporosis without pathological fracture,4010333,cohort_45,Osteoporosis without pathological fracture,1.4
45539313,R00,Abnormalities of heart beat,4169095,cohort_3,Abnormalities of heart beat,0.7
45539353,R63,Symptoms and signs concerning food and fluid intake,4022569,cohort_93,"Symptoms and signs concerning food and
fluid intake",0.9
45539370,R94,Abnormal results of function studies,432451,cohort_1,Abnormal results of function studies,1.4
45539372,R94,Abnormal results of function studies,137989,cohort_1,Abnormal results of function studies,1.4
45542455,Z73,Problems related to life-management difficulty,4251306,cohort_80,"Problems related to life-management
difficulty",0.6
45542492,Z93,Artificial opening status,4201717,cohort_7,Artificial opening status,1
45542493,Z93,Artificial opening status,1340204,cohort_7,Artificial opening status,1
45542744,E16,Other disorders of pancreatic internal secretion,193983,cohort_56,"Other disorders of pancreatic internal
secretion",1.4
45542789,F10,Mental and behavioural disorders due to use of alcohol,375519,cohort_39,"Mental and behavioural disorders due to use
of alcohol",0.7
45543247,I95,Hypotension,4120275,cohort_37,Hypotension,1.6
45543248,I95,Hypotension,317002,cohort_37,Hypotension,1.6
45543488,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
45543688,M79,"Other soft tissue disorders, not elsewhere classified",4029277,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
45543707,M81,Osteoporosis without pathological fracture,4002133,cohort_45,Osteoporosis without pathological fracture,1.4
45543708,M81,Osteoporosis without pathological fracture,4004623,cohort_45,Osteoporosis without pathological fracture,1.4
45543858,N18,Chronic kidney disease,443597,cohort_13,Chronic renal failure,1.4
45544148,R45,Symptoms and signs involving emotional state,4025215,cohort_94,"Symptoms and signs involving emotional
state",1.2
45544155,R63,Symptoms and signs concerning food and fluid intake,439141,cohort_93,"Symptoms and signs concerning food and
fluid intake",0.9
45544170,R94,Abnormal results of function studies,45770748,cohort_1,Abnormal results of function studies,1.4
45544814,S51,Open wound of forearm,4053599,cohort_42,Open wound of forearm,0.5
45547253,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",4027133,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45547341,Z74,Problems related to care-provider dependency,42535090,cohort_79,Problems related to care-provider dependency,1.1
45547476,B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,4120302,cohort_90,"Streptococcus and staphylococcus as the
cause of diseases classified to other chapters",1.7
45547673,F10,Mental and behavioural disorders due to use of alcohol,374623,cohort_39,"Mental and behavioural disorders due to use
of alcohol",0.7
45547674,F10,Mental and behavioural disorders due to use of alcohol,37164773,cohort_39,"Mental and behavioural disorders due to use
of alcohol",0.7
45547996,H91,Other hearing loss,377889,cohort_61,Other hearing loss,0.9
45548120,J69,Pneumonitis due to solids and liquids,442297,cohort_77,Pneumonitis due to solids and liquids,1
45548120,J69,Pneumonitis due to solids and liquids,256721,cohort_77,Pneumonitis due to solids and liquids,1
45548327,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
45548502,M79,"Other soft tissue disorders, not elsewhere classified",373852,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
45548652,N17,Acute renal failure,197320,cohort_4,Acute renal failure,1.8
45548969,R45,Symptoms and signs involving emotional state,436817,cohort_94,"Symptoms and signs involving emotional
state",1.2
45548970,R45,Symptoms and signs involving emotional state,4195585,cohort_94,"Symptoms and signs involving emotional
state",1.2
45552069,Z22,Carrier of infectious disease,42535080,cohort_10,Carrier of infectious disease,1.7
45552143,Z93,Artificial opening status,1340204,cohort_7,Artificial opening status,1
45552397,E55,Vitamin D deficiency,438719,cohort_108,Vitamin D deficiency,1
45552478,F32,Depressive episode,4049623,cohort_21,Depressive episode,0.5
45552523,G40,Epilepsy,374915,cohort_25,Epilepsy,1.5
45552760,H91,Other hearing loss,37110393,cohort_61,Other hearing loss,0.9
45553272,M79,"Other soft tissue disorders, not elsewhere classified",40405599,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
45553292,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
45553293,M81,Osteoporosis without pathological fracture,81390,cohort_45,Osteoporosis without pathological fracture,1.4
45553437,N18,Chronic kidney disease,443601,cohort_13,Chronic renal failure,1.4
45553438,N18,Chronic kidney disease,46271022,cohort_13,Chronic renal failure,1.4
45553743,R63,Symptoms and signs concerning food and fluid intake,438872,cohort_93,"Symptoms and signs concerning food and
fluid intake",0.9
45553747,R79,Other abnormal findings of blood chemistry,436230,cohort_46,Other abnormal findings of blood chemistry,0.6
45553788,S01,Open wound of head,4051005,cohort_43,Open wound of head,1.1
45553789,S01,Open wound of head,4034214,cohort_43,Open wound of head,1.1
45553793,S01,Open wound of head,4243161,cohort_43,Open wound of head,1.1
45555141,S72,Fracture of femur,4016132,cohort_31,Fracture of femur,1.4
45556820,Z22,Carrier of infectious disease,4280828,cohort_10,Carrier of infectious disease,1.7
45556956,B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,437779,cohort_90,"Streptococcus and staphylococcus as the
cause of diseases classified to other chapters",1.7
45557158,F10,Mental and behavioural disorders due to use of alcohol,37164793,cohort_39,"Mental and behavioural disorders due to use
of alcohol",0.7
45557202,F32,Depressive episode,441534,cohort_21,Depressive episode,0.5
45557231,G40,Epilepsy,4055361,cohort_25,Epilepsy,1.5
45557632,J96,"Respiratory failure, not elsewhere classified",314971,cohort_83,"Respiratory failure, not elsewhere classified",1.5
45558139,N17,Acute renal failure,45757466,cohort_4,Acute renal failure,1.8
45558140,N17,Acute renal failure,197329,cohort_4,Acute renal failure,1.8
45558141,N20,Calculus of kidney and ureter,4319447,cohort_8,Calculus of kidney and ureter,0.7
